ObjectID,business_id,categories,city,lat,lng,business_name,neighborhoods,rating,num_reviews,category_filter,neighborhood_search,zipcode,category_type
0,escape-the-room-nyc-midtown-new-york,"[[Challenge Courses, challengecourses]]",New York,40.7473297,-73.9872513,Escape The Room NYC - Midtown,"[Midtown West, Koreatown]",4.5,229,active,"New York, NY",10001,activity
1,the-fhitting-room-new-york-3,"[[Gyms, gyms], [Trainers, healthtrainers]]",New York,40.7758751,-73.9584122,The Fhitting Room,[Upper East Side],4.5,26,active,"New York, NY",10075,activity
2,movingstrength-new-york-2,"[[Pilates, pilates], [Yoga, yoga]]",New York,40.77473,-73.95172099999998,MovingStrength,"[Upper East Side, Yorkville]",4.5,26,active,"New York, NY",10028,activity
3,ts-fitness-new-york,"[[Trainers, healthtrainers], [Gyms, gyms]]",New York,40.759355,-73.962712,TS Fitness,[Midtown East],5.0,26,active,"New York, NY",10022,activity
4,center-for-movement-new-york-2,"[[Pilates, pilates]]",New York,40.7745018,-73.9546204,Center for Movement,"[Upper East Side, Yorkville]",5.0,4,active,"New York, NY",10028,activity
5,atomic-total-fitness-new-york,"[[Trainers, healthtrainers]]",New York,40.760929,-73.969894,Atomic Total Fitness,[Midtown East],5.0,17,active,"New York, NY",10022,activity
6,strawberry-fields-new-york-2,"[[Parks, parks]]",New York,40.7762201875,-73.975950256,Strawberry Fields,[Upper East Side],4.5,121,active,"New York, NY",10079,activity
7,yorkville-physical-therapy-and-sports-rehab-new-york-3,"[[Gyms, gyms], [Yoga, yoga], [Physical Therapy, physicaltherapy]]",New York,40.778137,-73.953499,Yorkville Physical Therapy & Sports Rehab.,"[Upper East Side, Yorkville]",5.0,13,active,"New York, NY",10028,activity
8,asphalt-green-upper-east-side-new-york-2,"[[Gyms, gyms], [Swimming Pools, swimmingpools], [Sports Clubs, sports_clubs]]",New York,40.77917100000001,-73.9445419,Asphalt Green - Upper East Side,"[Upper East Side, Yorkville]",4.0,53,active,"New York, NY",10128,activity
9,living-well-balanced-new-york-2,"[[Trainers, healthtrainers], [Chiropractors, chiropractors], [Massage Therapy, massage_therapy]]",New York,40.78178,-73.976606,Living Well Balanced,[Upper West Side],5.0,8,active,"New York, NY",10024,activity
10,heart-soul-fitness-and-yoga-manhattan-2,"[[Trainers, healthtrainers], [Weight Loss Centers, weightlosscenters]]",Manhattan,40.7826039,-73.9506774,Heart + Soul Fitness and Yoga,"[Upper East Side, Yorkville]",5.0,6,active,"New York, NY",10128,activity
11,halevy-life-new-york-2,"[[Gyms, gyms]]",New York,40.759844,-73.967026,Halevy Life,[Midtown East],5.0,11,active,"New York, NY",10022,activity
12,lululemon-athletica-new-york-2,"[[Yoga, yoga], [Sports Wear, sportswear], [Women's Clothing, womenscloth]]",New York,40.7655602,-73.9634552,lululemon athletica,[Upper East Side],3.5,29,active,"New York, NY",10065,activity
13,movingstrength-manhattan,"[[Yoga, yoga], [Pilates, pilates]]",Manhattan,40.7831924,-73.97917079999998,MovingStrength,[Upper West Side],5.0,16,active,"New York, NY",10024,activity
14,inwood-hill-park-new-york,"[[Parks, parks]]",New York,40.8714360798,-73.92558574680001,Inwood Hill Park,[Inwood],4.5,60,active,Bronx,10034,activity
15,zen-mommas-brooklyn,"[[Yoga, yoga], [Lactation Services, lactationservices], [Doulas, doulas]]",Brooklyn,40.718399100000006,-73.963233,Zen Mommas,[Williamsburg - North Side],5.0,8,active,Bronx,11249,activity
16,body-and-brain-yoga-tai-chi-bronx-2,"[[Yoga, yoga], [Tai Chi, taichi]]",Bronx,40.8503764,-73.851811,BODY & BRAIN Yoga Tai Chi,[Morris Park],3.5,10,active,Bronx,10461,activity
17,queens-archery-flushing,"[[Sports Clubs, sports_clubs], [Archery, archery]]",Flushing,40.7613716,-73.7955627,Queens Archery,"[Auburndale, Flushing]",4.5,180,active,Bronx,11358,activity
18,fort-tryon-park-new-york-2,"[[Parks, parks]]",New York,40.8634422719,-73.93242403859999,Fort Tryon Park,[Washington Heights],5.0,178,active,Bronx,10040,activity
19,hawkins-park-bronx,"[[Parks, parks]]",Bronx,40.8469315,-73.7863693,Hawkins Park,[City Island],4.0,6,active,Bronx,10464,activity
20,grindhouse-sports-bronx,"[[Paintball, paintball]]",Bronx,40.834679,-73.850607,GrindHouse Sports,[Unionport],4.5,3,active,Bronx,10462,activity
21,anchor-aquarium-service-inc-brooklyn,"[[Aquariums, aquariums], [Aquarium Services, aquariumservices]]",Brooklyn,40.699227,-73.937242,Anchor Aquarium Service Inc.,[Bushwick],5.0,8,active,Bronx,11206,activity
22,poe-park-bronx,"[[Parks, parks]]",Bronx,40.8648912035,-73.8945739995,Poe Park,[Bedford Park],4.0,8,active,Bronx,10462,activity
23,astoria-park-astoria,"[[Parks, parks]]",Astoria,40.7791134275,-73.9225742869,Astoria Park,[Astoria],4.5,210,active,Bronx,11102,activity
24,sage-exclusive-fitness-whitestone,"[[Trainers, healthtrainers], [Sports Clubs, sports_clubs], [Boot Camps, bootcamps]]",Whitestone,40.7942801714,-73.8103077561,Sage Exclusive Fitness,[Beechurst],4.5,8,active,Bronx,11357,activity
25,ciccarone-park-new-york,"[[Playgrounds, playgrounds], [Parks, parks]]",New York,40.8554115,-73.8868866,Ciccarone Park,[Belmont],5.0,1,active,Bronx,10458,activity
26,harmony-yoga-and-fitness-whitestone-2,"[[Yoga, yoga], [Cycling Classes, cyclingclasses], [Weight Loss Centers, weightlosscenters]]",Whitestone,40.7924397,-73.8069062,Harmony Yoga and Fitness,[Beechurst],5.0,14,active,Bronx,11357,activity
27,bronx-jiu-jitsu-bronx,"[[Martial Arts, martialarts]]",Bronx,40.8446083,-73.8309708,Bronx Jiu-Jitsu,[Pelham Bay],5.0,6,active,Edgewater Park,10461,activity
28,star-fitness-usa-bronx,"[[Gyms, gyms]]",Bronx,40.8379894495,-73.8414200395,Star Fitness USA,[Westchester Square],4.0,10,active,Edgewater Park,10461,activity
29,francis-lewis-park-queens,"[[Parks, parks]]",Queens,40.7962016519,-73.8229815509,Francis Lewis Park,[Beechurst],4.5,7,active,Edgewater Park,11357,activity
30,vertically-inclined-wilderness-guides-east-bronx-2,"[[Hiking, hiking], [Climbing, climbing]]",East Bronx,40.816985,-73.85849300000002,Vertically Inclined Wilderness Guides,[Clason Point],4.0,27,active,Edgewater Park,10473,activity
31,excel-yoga-dance-and-fitness-bronx,"[[Yoga, yoga], [Martial Arts, martialarts], [Dance Studios, dancestudio]]",Bronx,40.847805,-73.83099399999998,"Excel Yoga, Dance & Fitness",[Pelham Bay],4.5,7,active,Edgewater Park,10461,activity
32,curves-bronx-4,"[[Gyms, gyms], [Dance Studios, dancestudio]]",Bronx,40.8382874,-73.8260498,Curves,[Schuylerville],5.0,1,active,Edgewater Park,10461,activity
33,planet-fitness-bronx,"[[Gyms, gyms]]",Bronx,40.8481292725,-73.83084106449999,Planet Fitness,[Pelham Bay],3.5,24,active,Edgewater Park,10461,activity
34,high-definition-training-bronx,"[[Trainers, healthtrainers]]",Bronx,40.824314,-73.819839,High Definition Training,[Edgewater Park],5.0,1,active,Edgewater Park,10465,activity
35,sylvan-learning-of-bronx-bronx-2,"[[Summer Camps, summer_camps], [Tutoring Centers, tutoring], [Test Preparation, testprep]]",Bronx,40.83788300000001,-73.835258,Sylvan Learning of Bronx,[Schuylerville],4.5,3,active,Edgewater Park,10461,activity
36,bronx-martial-arts-academy-bronx,"[[Martial Arts, martialarts]]",Bronx,40.865719,-73.857536,Bronx Martial Arts Academy,[Pelham Gardens],5.0,7,active,Baychester,10469,activity
37,gun-post-lanes-bronx,"[[Bowling, bowling]]",Bronx,40.873116,-73.852036,Gun Post Lanes,[Pelham Gardens],2.5,13,active,Baychester,10469,activity
38,yamabushi-jujutsu-aikijutsu-ryu-bronx,"[[Martial Arts, martialarts], [Trainers, healthtrainers]]",Bronx,40.859888345,-73.8550054282,Yamabushi Jujutsu-Aikijutsu Ryu,[Pelham Gardens],5.0,1,active,Baychester,10469,activity
39,24-hour-fitness-bronx-3,"[[Gyms, gyms]]",Bronx,40.8673592,-73.8250732,24 Hour Fitness,[Co-op City],3.0,1,active,Baychester,10475,activity
40,emerge-athletics-new-york-3,"[[Trainers, healthtrainers]]",New York,40.7073975,-74.0043793,Emerge Athletics,"[Financial District, South Street Seaport]",5.0,1,active,Baychester,10038,activity
41,b-well-studio-bronx,"[[Yoga, yoga], [Pilates, pilates], [Martial Arts, martialarts]]",Bronx,40.856007,-73.856049,B-Well Studio,[Pelham Gardens],5.0,1,active,Baychester,10461,activity
42,bronx-house-bronx-2,"[[Active Life, active], [Education, education]]",Bronx,40.856537,-73.860283,Bronx House,[Pelham Gardens],4.0,1,active,Baychester,10461,activity
43,olinville-arms-inc-bronx,"[[Gun/Rifle Ranges, gun_ranges], [Guns & Ammo, guns_and_ammo]]",Bronx,40.874508,-73.86670699999998,Olinville Arms Inc,[Olinville],3.0,4,active,Baychester,10467,activity
44,88-aquarium-new-york,"[[Aquariums, aquariums]]",New York,40.719429,-73.9956665,88 Aquarium,[Little Italy],4.0,6,aquariums,"New York, NY",10013,activity
45,golden-aquatic-aquarium-elmhurst,"[[Aquariums, aquariums]]",Elmhurst,40.743267,-73.888039,Golden Aquatic Aquarium,[Elmhurst],2.0,1,aquariums,"New York, NY",11373,activity
46,7-avenue-aquarium-brooklyn,"[[Aquariums, aquariums]]",Brooklyn,40.637753,-74.011055,7 Avenue Aquarium,"[Sunset Park, Borough Park]",3.0,5,aquariums,"New York, NY",11220,activity
47,staten-island-zoo-staten-island,"[[Aquariums, aquariums], [Zoos, zoos]]",Staten Island,40.6250040414,-74.115406838,Staten Island Zoo,[West Brighton],3.5,27,aquariums,"New York, NY",10310,activity
48,reef-aquarium-brooklyn,"[[Aquariums, aquariums]]",Brooklyn,40.638401,-74.00617220000002,Reef Aquarium,[Borough Park],3.0,8,aquariums,"New York, NY",11220,activity
49,the-new-york-aquarium-brooklyn,"[[Aquariums, aquariums], [Zoos, zoos]]",Brooklyn,40.5740248308,-73.975588801,The New York Aquarium,[Coney Island],3.0,231,aquariums,Baychester,11201,activity
50,24-hour-fitness-bronx,"[[Gyms, gyms], [Trainers, healthtrainers]]",Bronx,40.86105,-73.891441,24 Hour Fitness,[Belmont],3.5,21,active,Bedford Park,10458,activity
51,mosholu-golf-course-and-driving-range-bronx,"[[Golf, golf]]",Bronx,40.8903046,-73.87939449999998,Mosholu Golf Course and Driving Range,[Norwood],3.5,9,active,Bedford Park,10467,activity
52,williamsbridge-oval-bronx,"[[Parks, parks]]",Bronx,40.8762856,-73.8790588,Williamsbridge Oval,[Norwood],3.5,5,active,Bedford Park,10467,activity
53,planet-fitness-bronx-5,"[[Gyms, gyms]]",Bronx,40.862236619,-73.8945780694,Planet Fitness,[Fordham],3.0,15,active,Bedford Park,10458,activity
54,planet-fitness-new-york-9,"[[Gyms, gyms], [Trainers, healthtrainers]]",New York,40.8619804,-73.89682009999999,Planet Fitness,[Fordham],4.0,6,active,Bedford Park,10458,activity
55,willamsbridge-oval-dog-run-new-york,"[[Dog Parks, dog_parks]]",New York,40.8765981,-73.8765489,Willamsbridge Oval Dog Run,[Norwood],4.0,1,active,Bedford Park,10467,activity
56,bally-sport-bronx,"[[Gyms, gyms]]",Bronx,40.862657055300005,-73.8972522318,Bally Sport,[Fordham],3.0,9,active,Bedford Park,10468,activity
57,astral-fitness-and-wellness-center-bronx,"[[Gyms, gyms], [Massage, massage]]",Bronx,40.876617,-73.905899,Astral Fitness and Wellness Center,[Kingsbridge],4.5,16,active,Bedford Park,10463,activity
58,uptown-sports-complex-bronx,"[[Sports Clubs, sports_clubs]]",Bronx,40.880016,-73.903214,Uptown Sports Complex,[Kingsbridge],4.5,2,active,Bedford Park,10463,activity
59,mambo101-dance-studio-bronx,"[[Dance Studios, dancestudio]]",Bronx,40.861042,-73.8971863,Mambo101 Dance Studio,[Fordham],4.0,1,active,Bedford Park,10458,activity
60,blink-fitness-new-york-7,"[[Gyms, gyms], [Trainers, healthtrainers]]",New York,40.859299097800005,-73.898338024,Blink Fitness,[Fordham],4.0,4,active,Bedford Park,10458,activity
61,williamsbridge-oval-park-dog-run-norwood,"[[Dog Parks, dog_parks]]",Norwood,40.87884329999999,-73.8779612,Williamsbridge Oval Park Dog Run,[Norwood],4.0,1,active,Bedford Park,10467,activity
62,jamie-towers-judo-club-east-bronx,"[[Martial Arts, martialarts]]",East Bronx,40.818918535,-73.85366633529999,Jamie Towers Judo Club,[Castle Hill],5.0,1,active,Castle Hill,10473,activity
63,lorenz-latin-dance-studio-bronx-new-york-2,"[[Dance Studios, dancestudio], [Dance Schools, dance_schools]]",New York,40.83284,-73.850922,Lorenz Latin Dance Studio - Bronx,[Unionport],4.5,6,active,Castle Hill,10462,activity
64,ilyo-tae-kwon-do-bronx-2,"[[Martial Arts, martialarts]]",Bronx,40.8311769842,-73.8549540037,Ilyo Tae Kwon Do,[Unionport],5.0,1,active,Castle Hill,10472,activity
65,planet-fitness-bronx-3,"[[Gyms, gyms]]",Bronx,40.834679,-73.85060899999998,Planet Fitness,[Unionport],3.0,9,active,Castle Hill,10462,activity
66,the-jungle-gym-bronx-2,"[[Martial Arts, martialarts]]",Bronx,40.83357460000001,-73.85407020000002,The Jungle Gym,[Unionport],3.5,6,active,Castle Hill,10462,activity
67,blink-fitness-bronx-2,"[[Gyms, gyms]]",Bronx,40.83499910000001,-73.86079409999998,Blink Fitness,[Parkchester],4.0,13,active,Castle Hill,10462,activity
68,usa-martial-arts-center-bronx-2,"[[Martial Arts, martialarts], [Gyms, gyms]]",Bronx,40.827961,-73.8504791,USA Martial Arts Center,[Unionport],5.0,1,active,Castle Hill,10472,activity
69,tapactive-new-york,"[[Trainers, healthtrainers], [Yoga, yoga], [Pilates, pilates]]",New York,40.748066,-73.994011,Tapactive,"[Midtown West, Chelsea]",5.0,6,active,Castle Hill,10001,activity
70,lucille-roberts-parkchester-bronx,"[[Gyms, gyms]]",Bronx,40.832672640700004,-73.8606548309,Lucille Roberts - Parkchester,[Unionport],2.0,8,active,Castle Hill,10472,activity
71,core-fit-101-new-york-5,"[[Trainers, healthtrainers], [Boot Camps, bootcamps]]",New York,40.7053904704,-74.00685742270001,Core Fit 101,[Financial District],5.0,3,active,Castle Hill,10005,activity
72,workout-with-jess-new-york,"[[Trainers, healthtrainers]]",New York,40.748093,-73.956414,Workout With Jess,[Hunters Point],5.0,1,active,Castle Hill,11109,activity
73,castle-hill-little-league-bronx,"[[Amateur Sports Teams, amateursportsteams]]",Bronx,40.8323460817,-73.8447640836,Castle Hill Little League,[Unionport],1.0,1,active,Castle Hill,10462,activity
74,turtle-cove-golf-center-pelham-bay-park,"[[Golf, golf], [Mini Golf, mini_golf]]",Pelham Bay Park,40.851734958200005,-73.7893295288,Turtle Cove Golf Center,[City Island],3.5,17,active,City Island,10464,activity
75,island-current-fishing-charters-bronx,"[[Fishing, fishing]]",Bronx,40.8532231,-73.7902629,Island Current Fishing Charters,[City Island],3.0,14,active,City Island,10464,activity
76,gain-fitness-new-york-6,"[[Trainers, healthtrainers]]",New York,40.78871,-73.97133000000002,GAIN Fitness,[Upper West Side],5.0,1,active,City Island,10024,activity
77,aemuscle-bronx,"[[Trainers, healthtrainers]]",Bronx,40.837391,-73.900925,AEMUSCLE,[Claremont Village],5.0,4,active,City Island,10457,activity
78,jacks-bait-and-tackle-bronx,"[[Fishing, fishing]]",Bronx,40.85313,-73.790802,Jack's Bait & Tackle,[City Island],5.0,1,active,City Island,10464,activity
79,harlem-yacht-club-bronx,"[[Boating, boating]]",Bronx,40.85009,-73.7893066,Harlem Yacht Club,[City Island],4.5,4,active,City Island,10464,activity
80,rick-nielsen-golf-pelham-bay-park,"[[Golf, golf]]",Pelham Bay Park,40.8509558808,-73.7896728516,Rick Nielsen Golf,[City Island],5.0,1,active,City Island,10464,activity
81,yoga-with-harper-chang-brooklyn-5,"[[Yoga, yoga], [Doulas, doulas]]",Brooklyn,40.7317696,-73.9550934,Yoga With Harper Chang,[Greenpoint],5.0,2,active,City Island,11222,activity
82,boatmax-ii-bronx,"[[Boating, boating]]",Bronx,40.8429222,-73.7846832,Boatmax II,[City Island],3.5,3,active,City Island,10464,activity
83,grand-slam-batting-cages-bronx,"[[Recreation Centers, recreation]]",Bronx,40.846733,-73.897774,Grand Slam Batting Cages,[East Tremont],5.0,1,active,Claremont Village,10457,activity
84,crunch-bronx,"[[Gyms, gyms], [Trainers, healthtrainers], [Yoga, yoga]]",Bronx,40.8148469,-73.9162167,Crunch,[Mott Haven],5.0,4,active,Claremont Village,10455,activity
85,blink-fitness-bronx-3,"[[Gyms, gyms]]",Bronx,40.8248265088,-73.9222986996,Blink Fitness,[Concourse Village],4.5,13,active,Claremont Village,10451,activity
86,retro-fitness-bronx,"[[Gyms, gyms]]",Bronx,40.8312607,-73.9053574,Retro Fitness,[Morrisania],4.0,3,active,Claremont Village,11366,activity
87,new-settlement-community-center-new-york,"[[Recreation Centers, recreation]]",New York,40.8423881096,-73.91611377470001,New Settlement Community Center,[Mount Eden],5.0,1,active,Claremont Village,10452,activity
88,senshi-okami-martial-arts-bronx,"[[Martial Arts, martialarts], [Boxing, boxing]]",Bronx,40.8192349,-73.9139496,Senshi Okami Martial Arts,[Melrose],5.0,3,active,Claremont Village,10455,activity
89,planet-fitness-new-york-17,"[[Gyms, gyms]]",New York,40.8238100815,-73.8920085412,Planet Fitness,[Morrisania],4.5,4,active,Claremont Village,10459,activity
90,new-york-indoor-sports-club-college-point,"[[Soccer, football], [Sports Clubs, sports_clubs], [Tennis, tennis]]",College Point,40.783993362,-73.84209005,New York Indoor Sports Club,[College Point],5.0,2,active,Clason Point,11356,activity
91,ultimate-mma-academy-new-york,"[[Martial Arts, martialarts]]",New York,40.7864189,-73.8350906,Ultimate MMA Academy,[Malba],5.0,3,active,Clason Point,11356,activity
92,ideal-being-manhattan,"[[Trainers, healthtrainers]]",Manhattan,40.7347,-74.0059,Ideal Being,[West Village],5.0,3,active,Clason Point,10014,activity
93,sweet-water-dance-and-yoga-bronx,"[[Yoga, yoga], [Dance Studios, dancestudio], [Pilates, pilates]]",Bronx,40.8278191835,-73.924709335,Sweet Water Dance & Yoga,[Concourse Village],5.0,2,active,Concourse,10452,activity
94,mullaly-park-new-york,"[[Parks, parks]]",New York,40.8307228,-73.9273682,Mullaly Park,[Concourse],3.5,6,active,Concourse,10452,activity
95,u-tough-bootcamp-new-york-2,"[[Trainers, healthtrainers]]",New York,40.827279863,-73.9301652676,U TOUGH Bootcamp,[Concourse Village],5.0,2,active,Concourse,10032,activity
96,joyce-kilmer-park-new-york,"[[Parks, parks]]",New York,40.8276075483,-73.9231574477,Joyce Kilmer Park,[Concourse Village],5.0,1,active,Concourse,10451,activity
97,new-york-city-fc-bronx,"[[Sports Clubs, sports_clubs]]",Bronx,40.8295403,-73.92645259999998,New York City FC,[Concourse Village],5.0,1,active,Concourse,10451,activity
98,macombs-dam-park-new-york,"[[Parks, parks]]",New York,40.827202755500004,-73.9299671839,Macombs Dam Park,[Concourse Village],5.0,1,active,Concourse,10451,activity
99,rucker-park-new-york,"[[Parks, parks]]",New York,40.8290305311,-73.9359273216,Rucker Park,"[Harlem, Washington Heights]",4.5,6,active,Concourse,10039,activity
100,opening-day-concourse,"[[Sports Clubs, sports_clubs]]",Concourse,40.8295403,-73.92645259999998,Opening Day,[Concourse Village],4.0,1,active,Concourse,10451,activity
101,blink-fitness-bronx,"[[Gyms, gyms]]",Bronx,40.8193054,-73.9104156,Blink Fitness,[Melrose],3.5,11,active,Concourse,10455,activity
102,highbridge-park-new-york,"[[Parks, parks], [Swimming Pools, swimmingpools], [Playgrounds, playgrounds]]",New York,40.8304405,-73.94027709999997,Highbridge Park,"[Harlem, Washington Heights]",4.0,12,active,Concourse,10032,activity
103,victors-bike-repair-new-york,"[[Bike Rentals, bikerentals]]",New York,40.8457565,-73.9387512,Victors Bike Repair,[Washington Heights],4.5,16,active,Concourse,10033,activity
104,urban-yoga-foundation-new-york,"[[Yoga, yoga]]",New York,40.817719,-73.944817,Urban Yoga Foundation,[Harlem],4.5,13,active,Concourse,10030,activity
105,better-health-and-life-inc-new-york,"[[Trainers, healthtrainers], [Gyms, gyms]]",New York,40.8463780582,-73.8330253959,Better Health & Life Inc,[Pelham Bay],5.0,1,active,Country Club,10461,activity
106,nyc-goju-ryu-karate-do-bronx,"[[Martial Arts, martialarts]]",Bronx,40.8485336,-73.8315735,NYC Goju-Ryu Karate-Do,[Pelham Bay],5.0,1,active,Country Club,10461,activity
107,planet-fitness-bronx-bronx,"[[Gyms, gyms]]",Bronx,40.848129,-73.830841,Planet Fitness-Bronx,[Pelham Bay],3.0,2,active,Country Club,10461,activity
108,pelham-vay-karate-academy-schuylerville,"[[Martial Arts, martialarts]]",Schuylerville,40.8489980033,-73.8301394229,Pelham Vay Karate Academy,[Pelham Bay],5.0,1,active,Country Club,10461,activity
109,claremont-park-bronx,"[[Parks, parks]]",Bronx,40.8408508,-73.9035873,Claremont Park,[Claremont Village],3.0,1,active,East Tremont,10457,activity
110,galileo-park-new-york,"[[Playgrounds, playgrounds], [Parks, parks]]",New York,40.848726332199995,-73.91480527819999,Galileo Park,[Morris Heights],5.0,1,active,East Tremont,10453,activity
111,morton-playground-west-bronx,"[[Playgrounds, playgrounds]]",West Bronx,40.8515653,-73.9144101,Morton Playground,[Morris Heights],4.0,1,active,East Tremont,10453,activity
112,lucille-roberts-fordham-road-bronx,"[[Gyms, gyms]]",Bronx,40.859833575,-73.9004266262,Lucille Roberts - Fordham Road,[Fordham],1.5,2,active,East Tremont,10468,activity
113,half-nelson-playground-bronx,"[[Playgrounds, playgrounds]]",Bronx,40.8467789,-73.91928100000001,Half Nelson Playground,[Morris Heights],3.0,1,active,East Tremont,10453,activity
114,arrow-cycle-bronx,"[[Bike Rentals, bikerentals]]",Bronx,40.8901128173,-73.8593553007,Arrow Cycle,[Edenwald],3.5,3,active,Edenwald,10466,activity
115,lucille-roberts-gun-hill-bronx,"[[Gyms, gyms]]",Bronx,40.8774605,-73.86592859999998,Lucille Roberts - Gun Hill,[Olinville],2.0,4,active,Edenwald,10467,activity
116,yoga-for-bliss-bronx,"[[Yoga, yoga]]",Bronx,40.890343781999995,-73.9054379027,Yoga For Bliss,[Riverdale],5.0,1,active,Fieldston,10471,activity
117,van-cortlandt-park-golf-course-bronx,"[[Golf, golf]]",Bronx,40.885520935100004,-73.8946762085,Van Cortlandt Park Golf Course,[Fieldston],3.0,21,active,Fieldston,10471,activity
118,medina-fitness-studio-bronx-2,"[[Trainers, healthtrainers], [Physical Therapy, physicaltherapy], [Massage Therapy, massage_therapy]]",Bronx,40.907246,-73.90361800000002,Medina Fitness Studio,[North Riverdale],5.0,2,active,Fieldston,10471,activity
119,bell-tower-park-new-york,"[[Parks, parks]]",New York,40.8892274,-73.9085309,Bell Tower Park,[Riverdale],4.0,2,active,Fieldston,10471,activity
120,yonit-fitness-bronx,"[[Trainers, healthtrainers], [Boot Camps, bootcamps]]",Bronx,40.88763400000001,-73.909988,Yonit Fitness,[Riverdale],5.0,3,active,Fieldston,10463,activity
121,east-coast-united-bjj-and-mma-bronx-3,"[[Martial Arts, martialarts], [Yoga, yoga]]",Bronx,40.8835718,-73.90143409999997,East Coast United BJJ & MMA,[Kingsbridge],5.0,1,active,Fieldston,10463,activity
122,the-whitehall-club-bronx,"[[Gyms, gyms]]",Bronx,40.885418,-73.914459,The Whitehall Club,[Spuyten Duyvil],3.0,3,active,Fieldston,10463,activity
123,planet-fitness-bronx-7,"[[Gyms, gyms], [Trainers, healthtrainers]]",Bronx,40.854214,-73.868027,Planet Fitness,[Pelham Gardens],4.0,6,active,Fordham,10062,activity
124,mind-body-soul-yoga-new-york-2,"[[Yoga, yoga], [Acupuncture, acupuncture], [Massage Therapy, massage_therapy]]",New York,40.84696629999999,-73.93978680000002,Mind Body Soul Yoga,[Washington Heights],4.5,16,active,High Bridge,10033,activity
125,gs-fitness-bootcamp-new-york,"[[Boot Camps, bootcamps], [Trainers, healthtrainers]]",New York,40.8288782128,-73.9434814453,GS Fitness Bootcamp,[Harlem],5.0,5,active,High Bridge,10018,activity
126,planet-fitness-new-york-14,"[[Gyms, gyms]]",New York,40.83455,-73.94504,Planet Fitness,[Washington Heights],3.0,34,active,High Bridge,10032,activity
127,nyp-employee-fitness-center-new-york,"[[Gyms, gyms], [Weight Loss Centers, weightlosscenters]]",New York,40.8400874038,-73.94185669720001,NYP Employee Fitness Center,[Washington Heights],4.5,3,active,High Bridge,10032,activity
128,junior-bicycle-shop-new-york-2,"[[Bike Rentals, bikerentals], [Bikes, bikes]]",New York,40.828842,-73.945374,Junior Bicycle Shop,[Harlem],4.0,11,active,High Bridge,10031,activity
129,daros-extreme-fitness-bronx,"[[Gyms, gyms]]",Bronx,40.825907,-73.882245,Daro's Extreme Fitness,[Soundview],3.0,1,active,Hunts Point,10472,activity
130,crossfit-sobro-the-bronx-box-bronx,"[[Gyms, gyms], [Gymnastics, gymnastics], [Trainers, healthtrainers]]",Bronx,40.8070822551,-73.911386886,CrossFit SoBro - The Bronx Box,[Mott Haven],5.0,4,active,Hunts Point,10454,activity
131,st-marys-recreation-center-bronx,"[[Swimming Pools, swimmingpools]]",Bronx,40.8119316,-73.9141006,St. Mary's Recreation Center,[Mott Haven],4.0,1,active,Hunts Point,10455,activity
132,the-bronx-zoo-bronx,"[[Zoos, zoos]]",Bronx,40.8147239685,-73.9168296754,The Bronx Zoo,[Mott Haven],5.0,1,active,Hunts Point,10455,activity
133,crossfit-dynamix-astoria,"[[Trainers, healthtrainers], [Boxing, boxing]]",Astoria,40.777887850999996,-73.90360839659999,Crossfit Dynamix,[Steinway],5.0,29,active,Hunts Point,11105,activity
134,bikram-yoga-bronx-bronx,"[[Yoga, yoga], [Weight Loss Centers, weightlosscenters]]",Bronx,40.876617,-73.905899,Bikram Yoga Bronx,[Kingsbridge],3.5,26,active,Kingsbridge,10463,activity
135,tread-bike-shop-new-york,"[[Bike Rentals, bikerentals], [Bikes, bikes]]",New York,40.8663025,-73.92841340000003,Tread Bike Shop,"[Washington Heights, Inwood]",4.0,41,active,Kingsbridge,10034,activity
136,bread-and-yoga-new-york-2,"[[Yoga, yoga]]",New York,40.8682710052,-73.9179382205,Bread and Yoga,[Inwood],4.5,9,active,Kingsbridge,10034,activity
137,crossfit-harlem-new-york-2,"[[Trainers, healthtrainers]]",New York,40.81697800000001,-73.934952,Crossfit Harlem,[Harlem],4.5,10,active,Melrose,10037,activity
138,lucille-roberts-third-avenue-bronx,"[[Gyms, gyms]]",Bronx,40.8157479018,-73.9183001965,Lucille Roberts - Third Avenue,[Mott Haven],2.5,2,active,Melrose,10455,activity
139,johns-boxing-gym-bronx,"[[Gyms, gyms]]",Bronx,40.816329941199996,-73.9154282212,Johns Boxing gym,[Mott Haven],2.0,1,active,Melrose,10455,activity
140,marcus-garvey-park-new-york,"[[Parks, parks]]",New York,40.8044299839,-73.9439320564,Marcus Garvey Park,[East Harlem],4.0,20,active,Mott Haven,10035,activity
141,harlem-wellness-center-new-york,"[[Yoga, yoga], [Pilates, pilates]]",New York,40.809757945,-73.9457484278,Harlem Wellness Center,[Harlem],5.0,2,active,Mott Haven,10027,activity
142,harlem-holistic-center-manhattan,"[[Yoga, yoga], [Martial Arts, martialarts]]",Manhattan,40.810154,-73.9448318,Harlem Holistic Center,[Harlem],5.0,10,active,Mott Haven,10027,activity
143,harlem-yoga-studio-new-york,"[[Yoga, yoga]]",New York,40.806855,-73.944059,Harlem Yoga Studio,[Harlem],4.5,36,active,Mott Haven,10027,activity
144,unity-yoga-new-york,"[[Yoga, yoga]]",New York,40.812244,-73.95083199999998,Unity Yoga,[Harlem],5.0,24,active,Mott Haven,10027,activity
