ObjectID,business_id,categories,city,lat,lng,business_name,neighborhoods,rating,num_reviews,category_filter,neighborhood_search,zipcode,category_type
8162,checkers-bronx-5,"[[Burgers, burgers], [Fast Food, hotdogs]]",Bronx,40.8245261014,-73.8918583095,Checkers,[Morrisania],1.0,2,burgers,Hunts Point,10459,restaurants
8163,jimbos-hamburger-palace-manhattan,"[[Burgers, burgers]]",Manhattan,40.8643280715,-73.918953985,Jimbo's Hamburger Palace,"[Washington Heights, Inwood]",4.0,9,burgers,Kingsbridge,10034,restaurants
8164,jimbos-hamburger-palace-new-york-3,"[[Burgers, burgers]]",New York,40.8624191,-73.92487340000002,Jimbo's Hamburger Palace,[Washington Heights],3.5,11,burgers,Kingsbridge,10034,restaurants
8165,chimichury-el-malecón-manhattan-2,"[[Burgers, burgers], [Sandwiches, sandwiches]]",Manhattan,40.8657112,-73.921257,Chimichury El Malecón,"[Washington Heights, Inwood]",4.0,1,burgers,Kingsbridge,10034,restaurants
8166,mcdonalds-bronx-54,"[[Burgers, burgers], [Fast Food, hotdogs]]",Bronx,40.8163715154,-73.9170087129,McDonald's,[Mott Haven],4.0,2,burgers,Melrose,10455,restaurants
8167,mcdonalds-bronx-42,"[[Burgers, burgers], [Fast Food, hotdogs]]",Bronx,40.817505,-73.922173,McDonald's,[Mott Haven],2.5,8,burgers,Melrose,10451,restaurants
8168,mcdonalds-bronx-29,"[[Burgers, burgers], [Fast Food, hotdogs]]",Bronx,40.806469,-73.925545,McDonald's,[Mott Haven],3.5,5,burgers,Melrose,10454,restaurants
8169,mcdonalds-bronx-8,"[[Burgers, burgers], [Fast Food, hotdogs]]",Bronx,40.8198395,-73.926857,McDonald's,[Concourse Village],2.5,5,burgers,Melrose,10451,restaurants
8170,jimbos-hamburger-new-york-4,"[[Burgers, burgers]]",New York,40.8034285158,-73.9380405843,Jimbo's Hamburger,[East Harlem],4.0,3,burgers,Melrose,10035,restaurants
8171,harlem-shake-new-york,"[[Burgers, burgers], [American (Traditional), tradamerican]]",New York,40.8071498,-73.9463195,Harlem Shake,[Harlem],3.5,331,burgers,Morrisania,10027,restaurants
8172,the-sandwich-bar-astoria,"[[Burgers, burgers], [Sandwiches, sandwiches], [Bars, bars]]",Astoria,40.77547070000001,-73.9095078,The Sandwich Bar,[Astoria],4.0,171,burgers,Mott Haven,11105,restaurants
8173,bareburger-astoria-2,"[[Burgers, burgers]]",Astoria,40.774036,-73.912757,Bareburger,[Astoria],4.0,239,burgers,Mott Haven,11105,restaurants
8174,mels-burger-bar-new-york,"[[Burgers, burgers]]",New York,40.8044472,-73.9661713,Mel's Burger Bar,[Morningside Heights],3.5,382,burgers,Mott Haven,10025,restaurants
8175,ottomanelli-bros-new-york-6,"[[Burgers, burgers], [Steakhouses, steak]]",New York,40.7977323,-73.9483854,Ottomanelli Bros,[East Harlem],3.0,112,burgers,Mott Haven,10029,restaurants
8176,mcdonalds-bronx-9,"[[Burgers, burgers], [Fast Food, hotdogs]]",Bronx,40.8503113,-73.9163437,McDonald's,[Morris Heights],1.0,3,burgers,Mount Hope,10453,restaurants
8177,mcdonalds-bronx-3,"[[Burgers, burgers], [Fast Food, hotdogs]]",Bronx,40.840351,-73.87688399999998,McDonald's,[West Farms],2.0,5,burgers,Parkchester,10460,restaurants
8178,mcdonalds-bronx-15,"[[Burgers, burgers], [Fast Food, hotdogs]]",Bronx,40.874733,-73.910095,McDonald's,[Marble Hill],3.0,4,burgers,Riverdale,10463,restaurants
8179,mcdonalds-manhattan-37,"[[Burgers, burgers], [Fast Food, hotdogs]]",Manhattan,40.8651582152,-73.9270763844,McDonald's,"[Washington Heights, Inwood]",2.0,6,burgers,Spuyten Duyvil,10040,restaurants
8180,the-burger-bistro-brooklyn,"[[Burgers, burgers], [American (New), newamerican]]",Brooklyn,40.632988,-74.02681,The Burger Bistro,[Bay Ridge],4.0,457,burgers,Brooklyn,11209,restaurants
8181,moo-burger-brooklyn,"[[Burgers, burgers]]",Brooklyn,40.685802,-73.994499,Moo Burger,[Cobble Hill],4.0,273,burgers,Brooklyn,11201,restaurants
8182,burger-it-up-brooklyn,"[[Burgers, burgers], [American (Traditional), tradamerican]]",Brooklyn,40.7042503,-73.9284363,Burger It Up,"[Bushwick, East Williamsburg]",4.0,134,burgers,Brooklyn,11237,restaurants
8183,two-8-two-brooklyn,"[[Burgers, burgers], [Bars, bars]]",Brooklyn,40.688515,-73.989746,Two 8 Two,"[Cobble Hill, Boerum Hill]",4.0,372,burgers,Brooklyn,11201,restaurants
8184,mark-new-york,"[[Burgers, burgers]]",New York,40.729092,-73.98809,Mark,[East Village],4.0,791,burgers,Brooklyn,10003,restaurants
8185,67-burger-brooklyn,"[[Burgers, burgers]]",Brooklyn,40.68724,-73.97587800000002,67 Burger,[Fort Greene],4.0,418,burgers,Brooklyn,11217,restaurants
8186,juniper-brooklyn-2,"[[Burgers, burgers], [American (Traditional), tradamerican]]",Brooklyn,40.71894,-73.959007,Juniper,[Williamsburg - North Side],4.5,305,burgers,Brooklyn,11211,restaurants
8187,bareburger-new-york-4,"[[Burgers, burgers]]",New York,40.746151,-73.9781265,Bareburger,"[Murray Hill, Midtown East]",4.0,442,burgers,Brooklyn,10016,restaurants
8188,dram-shop-brooklyn,"[[Burgers, burgers], [Bars, bars]]",Brooklyn,40.668823,-73.985152,Dram Shop,"[South Slope, Park Slope]",4.0,401,burgers,Brooklyn,11215,restaurants
8189,skinflints-brooklyn,"[[Burgers, burgers], [American (Traditional), tradamerican], [Bars, bars]]",Brooklyn,40.6265335083,-74.0241394043,Skinflints,[Bay Ridge],4.0,144,burgers,Bay Ridge,11209,restaurants
8190,five-guys-burgers-and-fries-brooklyn-2,"[[Burgers, burgers], [Fast Food, hotdogs]]",Brooklyn,40.622021,-74.026115,Five Guys Burgers and Fries,[Bay Ridge],3.5,81,burgers,Bay Ridge,11209,restaurants
8191,casa-edesia-brooklyn,"[[Burgers, burgers], [Pizza, pizza], [Italian, italian]]",Brooklyn,40.5999693,-74.0027392,Casa Edesia,[Bath Beach],4.0,26,burgers,Bay Ridge,11214,restaurants
8192,chubbys-chicken-and-burgers-brooklyn-7,"[[Burgers, burgers], [Chicken Wings, chicken_wings], [Halal, halal]]",Brooklyn,40.6342612774,-74.026546119,Chubby's Chicken and Burgers,[Bay Ridge],3.0,7,burgers,Bay Ridge,11209,restaurants
8193,fire-grilled-burgers-new-york,"[[Burgers, burgers]]",New York,40.6169152668,-74.0682843334,Fire Grilled Burgers,[Clifton],2.0,18,burgers,Bay Ridge,10305,restaurants
8194,bonnies-grill-brooklyn,"[[Burgers, burgers], [American (Traditional), tradamerican], [Sandwiches, sandwiches]]",Brooklyn,40.6743011,-73.982399,Bonnie's Grill,[Park Slope],4.0,520,burgers,Bay Ridge,11215,restaurants
8195,bareburger-brooklyn,"[[Burgers, burgers]]",Brooklyn,40.671932,-73.977737,Bareburger,[Park Slope],3.5,279,burgers,Bay Ridge,11215,restaurants
8196,blue-collar-brooklyn,"[[Burgers, burgers]]",Brooklyn,40.711410464400004,-73.9578148976,Blue Collar,[Williamsburg - South Side],3.5,126,burgers,Bedford Stuyvesant,11211,restaurants
8197,dutch-boy-burger-brooklyn,"[[Burgers, burgers]]",Brooklyn,40.6722603,-73.9578018,Dutch Boy Burger,[Crown Heights],3.0,248,burgers,Bedford Stuyvesant,11238,restaurants
8198,dumont-burger-brooklyn,"[[Burgers, burgers]]",Brooklyn,40.7136726,-73.961998,DuMont Burger,[Williamsburg - South Side],3.5,597,burgers,Bedford Stuyvesant,11211,restaurants
8199,smashburger-brooklyn-3,"[[Burgers, burgers]]",Brooklyn,40.6896782,-73.97994229999998,Smashburger,[Fort Greene],4.0,202,burgers,Bedford Stuyvesant,11201,restaurants
8200,memes-healthy-nibbles-brooklyn,"[[Burgers, burgers], [Sandwiches, sandwiches], [Vegan, vegan]]",Brooklyn,40.6731149,-73.95018329999998,Meme's Healthy Nibbles,[Crown Heights],4.0,37,burgers,Bedford Stuyvesant,11216,restaurants
8201,the-burger-bistro-brooklyn-3,"[[Burgers, burgers], [American (New), newamerican]]",Brooklyn,40.6771698,-73.97963709999998,The Burger Bistro,[Park Slope],4.0,250,burgers,Bedford Stuyvesant,11217,restaurants
8202,shake-shack-brooklyn-4,"[[Burgers, burgers], [Hot Dogs, hotdog]]",Brooklyn,40.682632,-73.976784,Shake Shack,"[Prospect Heights, Boerum Hill, Park Slope]",4.0,78,burgers,Bedford Stuyvesant,11217,restaurants
8203,67-burger-brooklyn-2,"[[Burgers, burgers]]",Brooklyn,40.680410209499996,-73.9750188589,67 Burger,[Prospect Heights],3.5,125,burgers,Bedford Stuyvesant,11217,restaurants
8204,sofias-pizza-brooklyn,"[[Burgers, burgers], [Pizza, pizza], [Salad, salad]]",Brooklyn,40.608995854899995,-73.9937467128,Sofias Pizza,[Bensonhurst],4.0,10,burgers,Bensonhurst,11214,restaurants
8205,maxs-burgers-and-steaks-brooklyn,"[[Burgers, burgers]]",Brooklyn,40.590858,-73.969482,Max's Burgers & Steaks,[Gravesend],3.5,29,burgers,Bensonhurst,11223,restaurants
8206,l-and-d-luncheonette-brooklyn,"[[Burgers, burgers]]",Brooklyn,40.596661,-73.977974,L & D Luncheonette,[Gravesend],5.0,4,burgers,Bensonhurst,11223,restaurants
8207,retro-grill-brooklyn,"[[Burgers, burgers], [Sandwiches, sandwiches], [American (Traditional), tradamerican]]",Brooklyn,40.594441,-73.96121,Retro Grill,[Gravesend],3.5,17,burgers,Bensonhurst,11229,restaurants
8208,harway-pizza-gyro-falafel-brooklyn,"[[Burgers, burgers], [Pizza, pizza], [Falafel, falafel]]",Brooklyn,40.587662,-73.98382600000002,Harway Pizza Gyro Falafel,"[Bath Beach, Coney Island]",4.5,4,burgers,Bensonhurst,11214,restaurants
8209,joseph-dream-burger-brooklyn-2,"[[Burgers, burgers], [Kosher, kosher]]",Brooklyn,40.610871,-73.962888,Joseph Dream Burger,"[Ocean Parkway, Midwood]",4.5,5,burgers,Bensonhurst,11230,restaurants
8210,burgers-plus-brooklyn,"[[Burgers, burgers], [Chicken Wings, chicken_wings]]",Brooklyn,40.604744994,-73.9692160205,Burgers Plus,"[Midwood, Gravesend]",3.0,3,burgers,Bensonhurst,11223,restaurants
8211,mcdonalds-brooklyn-49,"[[Burgers, burgers], [Fast Food, hotdogs]]",Brooklyn,40.612965,-73.982788,McDonald's,[Bensonhurst],2.5,18,burgers,Bensonhurst,11204,restaurants
8212,dips-brooklyn,"[[Burgers, burgers], [Salad, salad], [Sandwiches, sandwiches]]",Brooklyn,40.632274,-73.994514,Dips,[Borough Park],5.0,1,burgers,Bensonhurst,11219,restaurants
8213,five-guys-burgers-and-fries-brooklyn-12,"[[Burgers, burgers], [Fast Food, hotdogs]]",Brooklyn,40.593639,-74.000656,Five Guys Burgers and Fries,[Bath Beach],3.5,7,burgers,Bensonhurst,11214,restaurants
8214,joseph-dream-burger-brooklyn,"[[Burgers, burgers], [Kosher, kosher]]",Brooklyn,40.6096049734,-73.9138869569,Joseph Dream Burger,[Mill Island],3.0,11,burgers,Bergen Beach,11234,restaurants
8215,gracies-pizzeria-and-restaurant-brooklyn,"[[Burgers, burgers], [Pizza, pizza]]",Brooklyn,40.61920170000001,-73.9263916,Gracies Pizzeria & Restaurant,[Mill Basin],4.5,4,burgers,Bergen Beach,11234,restaurants
8216,burger-king-brooklyn-32,"[[Burgers, burgers], [Fast Food, hotdogs]]",Brooklyn,40.63835529999999,-73.894989,Burger King,[Canarsie],1.5,3,burgers,Bergen Beach,11236,restaurants
8217,mcdonalds-brooklyn-6,"[[Burgers, burgers], [Fast Food, hotdogs]]",Brooklyn,40.633648,-73.915611,McDonald's,[Paedergat Basin],2.5,4,burgers,Bergen Beach,11236,restaurants
8218,mcdonalds-brooklyn-34,"[[Burgers, burgers], [Fast Food, hotdogs]]",Brooklyn,40.633330196100005,-73.8893470913,McDonald's,[Canarsie],1.0,6,burgers,Bergen Beach,11236,restaurants
8219,wendys-brooklyn,"[[Burgers, burgers], [Fast Food, hotdogs]]",Brooklyn,40.634972,-73.914604,Wendy's,[Paedergat Basin],2.0,7,burgers,Bergen Beach,11236,restaurants
8220,new-style-pappas-fried-chicken-and-ice-cream-brooklyn,"[[Burgers, burgers], [Ice Cream & Frozen Yogurt, icecream], [Chicken Wings, chicken_wings]]",Brooklyn,40.6340859085,-73.9193563163,New Style Pappa's Fried Chicken and Ice Cream,[East Flatbush],2.0,3,burgers,Bergen Beach,11234,restaurants
8221,smashburger-brooklyn-4,"[[Burgers, burgers]]",Brooklyn,40.6517951936,-73.86929154399999,Smashburger,[Spring Creek],4.5,13,burgers,Bergen Beach,11239,restaurants
8222,mcdonalds-brooklyn-50,"[[Burgers, burgers], [Fast Food, hotdogs]]",Brooklyn,40.644543,-73.901253,McDonald's,[Canarsie],1.0,5,burgers,Bergen Beach,11236,restaurants
8223,wendys-brooklyn-9,"[[Burgers, burgers], [Fast Food, hotdogs]]",Brooklyn,40.6336288,-73.928093,Wendy's,"[Flatlands, East Flatbush]",2.0,9,burgers,Bergen Beach,11234,restaurants
8224,mcdonalds-brooklyn-5,"[[Burgers, burgers], [Fast Food, hotdogs]]",Brooklyn,40.615108,-73.929047,McDonald's,[Marine Park],3.5,14,burgers,Bergen Beach,11234,restaurants
8225,mcdonalds-brooklyn-83,"[[Burgers, burgers], [Fast Food, hotdogs]]",Brooklyn,40.644543,-73.901253,McDonald's,[Canarsie],1.0,5,burgers,Bergen Beach,11236,restaurants
8226,burger-king-brooklyn-10,"[[Burgers, burgers]]",Brooklyn,40.640537,-73.918488,Burger King,[East Flatbush],1.0,3,burgers,Bergen Beach,11236,restaurants
8227,burger-king-new-york-31,"[[Burgers, burgers], [Fast Food, hotdogs]]",New York,40.613922,-73.925972,Burger King,[Mill Basin],2.5,5,burgers,Bergen Beach,11234,restaurants
8228,burger-village-brooklyn-5,"[[Burgers, burgers]]",Brooklyn,40.6704263,-73.97891109999998,Burger Village,[Park Slope],3.5,45,burgers,Borough Park,11215,restaurants
8229,burger-king-brooklyn-16,"[[Burgers, burgers], [Fast Food, hotdogs]]",Brooklyn,40.5978775,-73.9609604,Burger King,"[Midwood, Gravesend]",4.0,8,burgers,Brighton Beach,11223,restaurants
8230,mcdonalds-brooklyn-51,"[[Burgers, burgers], [Fast Food, hotdogs]]",Brooklyn,40.5796432,-73.97586059999998,McDonald's,[Coney Island],2.0,7,burgers,Brighton Beach,11224,restaurants
8231,mcdonalds-brooklyn-60,"[[Burgers, burgers], [Fast Food, hotdogs]]",Brooklyn,40.5980606,-73.96133420000002,McDonald's,"[Midwood, Gravesend]",2.0,10,burgers,Brighton Beach,11223,restaurants
8232,mcdonalds-brooklyn-87,"[[Burgers, burgers], [Fast Food, hotdogs]]",Brooklyn,40.5981013924,-73.9612255991,McDonald's,"[Midwood, Gravesend]",2.0,2,burgers,Brighton Beach,11223,restaurants
8233,bareburger-new-york-11,"[[Burgers, burgers]]",New York,40.6892281,-73.99241640000002,Bareburger,[Cobble Hill],3.5,156,burgers,Brooklyn Heights,11201,restaurants
8234,shake-shack-brooklyn,"[[Burgers, burgers], [Ice Cream & Frozen Yogurt, icecream]]",Brooklyn,40.6919746,-73.98831940000002,Shake Shack,"[Brooklyn Heights, Downtown Brooklyn]",4.0,523,burgers,Brooklyn Heights,11201,restaurants
8235,henry-public-brooklyn,"[[Burgers, burgers], [Gastropubs, gastropubs], [Bars, bars]]",Brooklyn,40.690242,-73.996172,Henry Public,[Cobble Hill],3.5,221,burgers,Brooklyn Heights,11201,restaurants
8236,burger-burger-new-york,"[[Burgers, burgers], [Hot Dogs, hotdog], [American (Traditional), tradamerican]]",New York,40.704041,-74.010483,Burger Burger,[Financial District],3.5,186,burgers,Brooklyn Heights,10004,restaurants
8237,five-guys-burgers-and-fries-brooklyn-8,"[[Burgers, burgers], [Fast Food, hotdogs]]",Brooklyn,40.69442700000001,-73.993803,Five Guys Burgers and Fries,[Brooklyn Heights],4.0,156,burgers,Brooklyn Heights,11201,restaurants
8238,the-wing-bar-brooklyn,"[[Burgers, burgers], [Chicken Wings, chicken_wings]]",Brooklyn,40.6824608,-73.9930267,The Wing Bar,[Gowanus],4.0,175,burgers,Brooklyn Heights,11231,restaurants
8239,five-guys-burgers-and-fries-brooklyn-7,"[[Burgers, burgers], [Fast Food, hotdogs]]",Brooklyn,40.693650700000006,-73.9857034,Five Guys Burgers and Fries,[Downtown Brooklyn],3.5,29,burgers,Brooklyn Heights,11201,restaurants
8240,forgtmenot-new-york-2,"[[Burgers, burgers], [Fast Food, hotdogs]]",New York,40.7144985348,-73.9915560186,Forgtmenot,"[Chinatown, Lower East Side]",4.0,60,burgers,Brooklyn Heights,10002,restaurants
8241,zaitzeff-new-york,"[[Burgers, burgers], [American (Traditional), tradamerican]]",New York,40.7096128911,-74.0082641691,Zaitzeff,[Financial District],3.5,218,burgers,Brooklyn Heights,10038,restaurants
8242,the-paris-cafe-new-york,"[[Burgers, burgers], [Irish, irish], [Gastropubs, gastropubs]]",New York,40.7073212,-74.00157929999997,The Paris Cafe,[South Street Seaport],3.5,116,burgers,Brooklyn Heights,10038,restaurants
8243,burger-ur-way-brooklyn-3,"[[Burgers, burgers]]",Brooklyn,40.675687,-73.902755,Burger Ur Way,[East New York],3.0,12,burgers,Brownsville,11207,restaurants
8244,burger-urway-new-york-3,"[[Burgers, burgers]]",New York,40.6679984182,-73.93114060159999,Burger UrWay,"[Crown Heights, Wingate]",3.0,6,burgers,Brownsville,11213,restaurants
8245,bigapple-cafe-brooklyn,"[[Burgers, burgers], [Cafes, cafes], [Sandwiches, sandwiches]]",Brooklyn,40.669075,-73.9157333,BigApple Cafe,[Brownsville],4.0,1,burgers,Brownsville,11212,restaurants
8246,burger-urway-new-york-5,"[[Burgers, burgers], [American (Traditional), tradamerican]]",New York,40.655858069699995,-73.9418238401,Burger Urway,[Wingate],2.5,5,burgers,Brownsville,11203,restaurants
8247,boeuf-and-bun-crown-heights,"[[Burgers, burgers]]",Crown Heights,40.670482,-73.941833,Boeuf & Bun,[Crown Heights],4.0,18,burgers,Brownsville,11213,restaurants
8248,wendys-brooklyn-2,"[[Burgers, burgers], [Fast Food, hotdogs]]",Brooklyn,40.661175,-73.931046,Wendy's,[Wingate],2.0,8,burgers,Brownsville,11203,restaurants
8249,white-castle-brooklyn-2,"[[Burgers, burgers], [Fast Food, hotdogs]]",Brooklyn,40.663258,-73.932106,White Castle,[Wingate],3.0,9,burgers,Brownsville,11213,restaurants
8250,mcdonalds-brooklyn,"[[Burgers, burgers], [Fast Food, hotdogs]]",Brooklyn,40.677227,-73.922119,McDonald's,"[Bedford Stuyvesant, Crown Heights]",1.5,9,burgers,Brownsville,11233,restaurants
8251,villa-castillo-restaurant-brooklyn,"[[Burgers, burgers], [American (Traditional), tradamerican]]",Brooklyn,40.668182,-73.919327,Villa Castillo Restaurant,[Brownsville],3.5,3,burgers,Brownsville,11212,restaurants
8252,burger-king-brooklyn-33,"[[Burgers, burgers], [Fast Food, hotdogs]]",Brooklyn,40.6528303635,-73.92008520659999,Burger King,"[East Flatbush, Remsen Village]",1.0,1,burgers,Brownsville,11236,restaurants
8253,checkers-east-new-york,"[[Burgers, burgers], [Sandwiches, sandwiches]]",East New York,40.658168492399994,-73.8900786638,Checkers,[New Lots],3.0,1,burgers,Brownsville,11207,restaurants
8254,bosna-express-ridgewood,"[[Burgers, burgers], [Mediterranean, mediterranean]]",Ridgewood,40.7047891352,-73.90240434649999,Bosna Express,[Ridgewood],4.0,40,burgers,Bushwick,11385,restaurants
8255,action-burger-brooklyn-3,"[[Burgers, burgers]]",Brooklyn,40.7122993,-73.9437714,Action Burger,[East Williamsburg],3.5,109,burgers,Bushwick,11211,restaurants
8256,williams-and-bailey-brooklyn,"[[Burgers, burgers], [Sports Bars, sportsbars], [Breakfast & Brunch, breakfast_brunch]]",Brooklyn,40.711201,-73.9508199,Williams & Bailey,[Williamsburg - North Side],4.0,79,burgers,Bushwick,11211,restaurants
8257,gates-burger-ridgewood,"[[Burgers, burgers]]",Ridgewood,40.7023277,-73.9095764,Gates Burger,[Ridgewood],2.0,10,burgers,Bushwick,11385,restaurants
8258,santa-salsa-brooklyn,"[[Burgers, burgers], [Venezuelan, venezuelan], [Hot Dogs, hotdog]]",Brooklyn,40.718351528,-73.952274397,Santa Salsa,[Williamsburg - North Side],4.5,21,burgers,Bushwick,11211,restaurants
8259,pops-brooklyn,"[[Burgers, burgers], [American (Traditional), tradamerican], [Hot Dogs, hotdog]]",Brooklyn,40.718124510900005,-73.956870809,Pop's,[Williamsburg - North Side],3.5,150,burgers,Bushwick,11211,restaurants
8260,pork-slope-brooklyn,"[[Burgers, burgers], [Comfort Food, comfortfood], [American (Traditional), tradamerican]]",Brooklyn,40.674808,-73.98135500000002,Pork Slope,[Park Slope],3.5,314,burgers,Carroll Gardens,11215,restaurants
8261,sheep-station-brooklyn,"[[Burgers, burgers], [Bars, bars]]",Brooklyn,40.679279,-73.981369,Sheep Station,"[Park Slope, Gowanus]",3.5,173,burgers,Carroll Gardens,11217,restaurants
8262,white-castle-brooklyn-10,"[[Burgers, burgers], [Fast Food, hotdogs]]",Brooklyn,40.679268,-73.881134,White Castle,[East New York],3.0,8,burgers,City Line,11208,restaurants
8263,wendys-brooklyn-15,"[[Burgers, burgers], [Fast Food, hotdogs]]",Brooklyn,40.6800575,-73.8779602,Wendy's,[East New York],2.0,14,burgers,City Line,11208,restaurants
8264,mcdonalds-brooklyn-39,"[[Burgers, burgers], [Fast Food, hotdogs]]",Brooklyn,40.6761093,-73.89063259999998,McDonald's,[East New York],2.0,14,burgers,City Line,11207,restaurants
8265,mcdonalds-brooklyn-38,"[[Burgers, burgers], [Fast Food, hotdogs]]",Brooklyn,40.6775678694,-73.8982010633,McDonald's,[Highland Park],1.5,3,burgers,City Line,11207,restaurants
8266,mcdonalds-brooklyn-9,"[[Burgers, burgers], [Fast Food, hotdogs]]",Brooklyn,40.6773376,-73.899559,McDonald's,[Highland Park],3.0,1,burgers,City Line,11207,restaurants
8267,burger-urway-brooklyn,"[[Burgers, burgers]]",Brooklyn,40.6930542,-73.97206120000001,Burger UrWay,[Fort Greene],2.5,37,burgers,Clinton Hill,11205,restaurants
8268,brooklyn-burger-new-york,"[[Burgers, burgers]]",New York,40.6830051882,-73.975255052,Brooklyn Burger,[Prospect Heights],4.0,2,burgers,Clinton Hill,11217,restaurants
8269,bark-hot-dogs-brooklyn,"[[Burgers, burgers], [Hot Dogs, hotdog]]",Brooklyn,40.681305,-73.975521,Bark Hot Dogs,[Prospect Heights],3.5,409,burgers,Clinton Hill,11217,restaurants
8270,brooklyn-uncorked-new-york,"[[Burgers, burgers]]",New York,40.685128074,-73.9779431373,Brooklyn Uncorked,[Fort Greene],5.0,1,burgers,Clinton Hill,11217,restaurants
8271,moishes-place-brooklyn,"[[Burgers, burgers], [Kosher, kosher], [Fast Food, hotdogs]]",Brooklyn,40.6952229686,-73.9563989639,Moishe's Place,[Bedford Stuyvesant],3.5,4,burgers,Clinton Hill,11205,restaurants
8272,rockwells-new-york,"[[Burgers, burgers], [Sandwiches, sandwiches], [American (Traditional), tradamerican]]",New York,40.703186,-74.011337,Rockwell's,[Financial District],3.0,40,burgers,Columbia Street Waterfront District,10004,restaurants
8273,mcdonalds-brooklyn-29,"[[Burgers, burgers], [Fast Food, hotdogs]]",Brooklyn,40.6048464775,-73.9985539019,McDonald's,"[Bath Beach, Bensonhurst]",3.0,10,burgers,Coney Island,11214,restaurants
8274,mcdonalds-ozone-park,"[[Burgers, burgers], [Fast Food, hotdogs]]",Ozone Park,40.6796036,-73.8618622,McDonald's,[Ozone Park],1.5,3,burgers,Cypress Hills,11416,restaurants
8275,medina-hallah-restaurant-ozone-park,"[[Burgers, burgers], [Chicken Wings, chicken_wings], [Pizza, pizza]]",Ozone Park,40.6802597,-73.8608627,Medina Hallah Restaurant,[Ozone Park],2.5,4,burgers,Cypress Hills,11416,restaurants
8276,mcdonalds-woodhaven,"[[Burgers, burgers], [Fast Food, hotdogs]]",Woodhaven,40.692761578,-73.85664,McDonald's,[Woodhaven],1.0,1,burgers,Cypress Hills,11421,restaurants
8277,burger-king-new-york-30,"[[Burgers, burgers]]",New York,40.6875169675,-73.8502970992,Burger King,[Ozone Park],3.5,3,burgers,Cypress Hills,11416,restaurants
8278,mcdonalds-glendale-17,"[[Burgers, burgers], [Fast Food, hotdogs]]",Glendale,40.7017097,-73.8806229,McDonald's,[Glendale],2.0,12,burgers,Cypress Hills,11385,restaurants
8279,mcdonalds-brooklyn-28,"[[Burgers, burgers], [Fast Food, hotdogs]]",Brooklyn,40.6699577719,-73.86083252729999,McDonald's,[New Lots],1.5,3,burgers,Cypress Hills,11208,restaurants
8280,navruz-bread-inc-brooklyn,"[[Burgers, burgers], [Bakeries, bakeries], [Fast Food, hotdogs]]",Brooklyn,40.640506,-73.96949000000002,Navruz Bread Inc,"[Kensington, Flatbush]",2.5,5,burgers,Ditmas Park,11218,restaurants
8281,brooklyn-flipsters-brooklyn,"[[Burgers, burgers], [American (New), newamerican]]",Brooklyn,40.6667595,-73.9819031,Brooklyn Flipster's,"[South Slope, Park Slope]",2.5,168,burgers,Ditmas Park,11215,restaurants
8282,island-burger-east-flatbush,"[[Burgers, burgers], [American (New), newamerican]]",East Flatbush,40.63450200000001,-73.947509,Island Burger,[Flatbush],4.0,3,burgers,Ditmas Park,11210,restaurants
8283,chubbys-chicken-and-burgers-bay-ridge-3,"[[Burgers, burgers], [Halal, halal], [Chicken Shop, chickenshop]]",Bay Ridge,40.6294098,-74.02297970000002,Chubby's Chicken and Burgers,[Bay Ridge],4.5,2,burgers,Dyker Heights,11209,restaurants
8284,white-castle-brooklyn-8,"[[Burgers, burgers], [Fast Food, hotdogs]]",Brooklyn,40.6417660849,-73.992951542,White Castle,[Borough Park],4.0,42,burgers,Dyker Heights,11219,restaurants
8285,burger-king-brooklyn-7,"[[Burgers, burgers]]",Brooklyn,40.643849149299996,-74.0116906911,Burger King,[Sunset Park],2.5,3,burgers,Dyker Heights,11220,restaurants
8286,wendys-brooklyn-13,"[[Burgers, burgers], [Fast Food, hotdogs]]",Brooklyn,40.6223861589,-74.0278429145,Wendy's,[Bay Ridge],2.0,13,burgers,Dyker Heights,11209,restaurants
8287,johnnys-grill-bay-ridge,"[[Burgers, burgers]]",Bay Ridge,40.6178379709,-74.03342991560001,Johnny's Grill,"[Bay Ridge, Fort Hamilton]",5.0,1,burgers,Dyker Heights,11209,restaurants
8288,mcdonalds-brooklyn-73,"[[Burgers, burgers], [Fast Food, hotdogs]]",Brooklyn,40.6220703,-74.0277328,McDonald's,[Bay Ridge],3.0,11,burgers,Dyker Heights,11209,restaurants
8289,mc-donalds-brooklyn-2,"[[Burgers, burgers], [Fast Food, hotdogs]]",Brooklyn,40.638298,-73.94856999999998,Mc Donalds,[Flatbush],3.0,6,burgers,East Flatbush,11210,restaurants
8290,little-italy-pizzeria-brooklyn,"[[Burgers, burgers], [Tex-Mex, tex-mex], [Sandwiches, sandwiches]]",Brooklyn,40.638175,-73.953666,Little Italy Pizzeria,[Flatbush],2.0,4,burgers,East Flatbush,11210,restaurants
8291,queens-burgers-queens,"[[Burgers, burgers]]",Queens,40.67798610000001,-73.83091740000002,Queens Burgers,[Ozone Park],3.0,2,burgers,East New York,11417,restaurants
8292,the-burger-guru-brooklyn,"[[Burgers, burgers]]",Brooklyn,40.719192,-73.95871700000002,The Burger Guru,[Williamsburg - North Side],3.0,218,burgers,East Williamsburg,11249,restaurants
